"Dispensing.Practice","IMD","Average.payments.per.weighted.patient"
"Non-dispensing",24.22962623,257.25
"Non-dispensing",43.74086452,158.19
"Non-dispensing",50.25809236,146.16
"Non-dispensing",42.65621135,153.13
"Non-dispensing",18.01462813,159.05
"Non-dispensing",11.43989096,158.91
"Non-dispensing",22.99075249,173.97
"Non-dispensing",28.17544106,163.77
"Non-dispensing",27.96069817,163.51
"Non-dispensing",17.44299832,175.12
"Non-dispensing",31.97778752,146.18
"Non-dispensing",28.51805573,182.46
"Non-dispensing",58.89856529,162.33
"Non-dispensing",22.75866226,163.37
"Non-dispensing",19.17266505,156.61
"Non-dispensing",17.24547009,158.55
"Non-dispensing",40.14222342,186.9
"Non-dispensing",29.15254867,162.71
"Non-dispensing",51.1331348,155.09
"Non-dispensing",31.31745396,176.01
"Non-dispensing",20.80453339,152.29
"Non-dispensing",53.83533987,160.92
"Non-dispensing",45.29677592,165.37
"Non-dispensing",54.92904858,158.62
"Non-dispensing",50.18600592,149.15
"Non-dispensing",23.46536245,167.38
"Non-dispensing",22.50749262,144.84
"Non-dispensing",58.24951655,135.21
"Non-dispensing",11.83943536,149.43
"Non-dispensing",47.7771474,159.59
"Non-dispensing",50.43883834,165.02
"Non-dispensing",15.99633045,149.26
"Non-dispensing",15.86400833,180
"Non-dispensing",39.59763308,155.96
"Non-dispensing",13.66249336,163.7
"Non-dispensing",40.74108229,155.08
"Non-dispensing",40.04821315,156.36
"Non-dispensing",41.31232545,672.24
"Non-dispensing",32.00987863,153.1
"Dispensing",11.24316352,252.88
"Non-dispensing",54.71909991,139.2
"Non-dispensing",17.5920892,169.43
"Dispensing",13.50421593,253.95
"Non-dispensing",16.74463916,152.02
"Non-dispensing",13.68217197,163.22
"Non-dispensing",35.28744408,154.67
"Non-dispensing",30.70582649,140.06
"Non-dispensing",36.85780295,161.79
"Non-dispensing",27.50419122,154.63
"Non-dispensing",32.9773685,163.76
"Non-dispensing",34.94939191,149.87
"Non-dispensing",27.5748359,152.28
"Non-dispensing",32.09870092,169.78
"Non-dispensing",15.07659927,153.33
"Non-dispensing",27.98383256,138.42
"Dispensing",33.22614554,223.47
"Non-dispensing",28.97830683,164.17
"Non-dispensing",33.98335137,144.75
"Non-dispensing",17.84480676,135.88
"Non-dispensing",18.22648745,158.97
"Non-dispensing",31.31072747,162.61
"Non-dispensing",32.25274942,174.81
"Non-dispensing",33.1276833,138.66
"Non-dispensing",38.53114206,179.77
"Non-dispensing",20.86203537,151.22
"Non-dispensing",19.57530071,152.45
"Dispensing",28.95033685,168.55
"Non-dispensing",20.19556002,166.24
"Non-dispensing",31.81604811,142.95
"Non-dispensing",29.8425501,143.91
"Non-dispensing",34.01019613,177.01
"Non-dispensing",24.43174055,159.65
"Non-dispensing",45.48658257,179.13
"Non-dispensing",26.25933669,143.69
"Non-dispensing",16.08055098,141.44
"Non-dispensing",41.20352472,128.44
"Non-dispensing",21.62666377,169.6
"Non-dispensing",13.86505885,171.48
"Non-dispensing",14.5777523,160.57
"Non-dispensing",18.4063677,171.38
"Non-dispensing",22.01115616,152.76
"Non-dispensing",34.21529624,144.35
"Non-dispensing",23.48144771,177.48
"Non-dispensing",27.40460307,135.5
"Non-dispensing",36.24544708,143.91
"Non-dispensing",16.91282195,166.87
"Non-dispensing",22.18961269,168.85
"Dispensing",6.459631411,284.28
"Non-dispensing",29.3832148,148.34
"Non-dispensing",24.45171901,149.45
"Dispensing",10.33837912,213.1
"Non-dispensing",13.24029852,144.56
"Dispensing",13.37943307,212.21
"Non-dispensing",20.66811757,159.04
"Non-dispensing",27.73627314,151.72
"Non-dispensing",25.13870184,141.32
"Non-dispensing",16.94925929,178.07
"Non-dispensing",10.09497197,165.07
"Non-dispensing",16.14087713,150.43
"Non-dispensing",25.38482372,152.45
"Non-dispensing",14.35934597,155.25
"Non-dispensing",23.00255146,163.76
"Dispensing",11.30109654,210.96
"Non-dispensing",22.31781754,149.72
"Non-dispensing",19.79537608,136.75
"Non-dispensing",31.96046788,156.34
"Non-dispensing",18.04479208,146.78
"Non-dispensing",28.09466693,162.08
"Non-dispensing",27.23588389,138.49
"Dispensing",13.2729567,237.53
"Non-dispensing",11.22200758,194.67
"Dispensing",7.245211052,300.4
"Non-dispensing",6.667380019,138.97
"Dispensing",26.78233282,218.36
"Non-dispensing",7.86482618,136.54
"Non-dispensing",27.33076295,159.31
"Non-dispensing",24.09871559,150.28
"Dispensing",10.09629952,208.6
"Dispensing",21.59758122,222.5
"Non-dispensing",6.392932083,150.42
"Non-dispensing",21.51822844,146.12
"Non-dispensing",23.84793637,143.89
"Non-dispensing",22.76782386,139.38
"Non-dispensing",24.36559168,138.16
"Non-dispensing",23.69627195,183.31
"Non-dispensing",18.51543727,139.54
"Non-dispensing",30.67075444,155.05
"Non-dispensing",24.56632611,153.73
"Non-dispensing",8.547209414,157.38
"Non-dispensing",24.69468341,154.25
"Non-dispensing",21.15606142,145.08
"Non-dispensing",18.46912652,148.95
"Dispensing",22.53649114,178.94
"Non-dispensing",13.43448636,153.71
"Non-dispensing",11.35183553,161.61
"Non-dispensing",14.54600594,157.11
"Non-dispensing",18.31446581,137.02
"Non-dispensing",12.11256052,133.64
"Non-dispensing",12.2628487,170.11
"Non-dispensing",22.53073075,144.24
"Non-dispensing",12.36520565,150.05
"Non-dispensing",10.59058062,159.54
"Non-dispensing",37.14843122,134.11
"Non-dispensing",33.82049372,147.76
"Non-dispensing",28.67308057,177.01
"Non-dispensing",18.26775874,147.28
"Dispensing",11.76465042,248.21
"Non-dispensing",20.0833373,155.44
"Non-dispensing",10.31507736,157.64
"Non-dispensing",16.21235058,149.27
"Dispensing",19.86357445,309.66
"Non-dispensing",16.86116169,178.93
"Non-dispensing",21.5554804,164.77
"Dispensing",12.91794281,194.3
"Non-dispensing",36.18754007,137.49
"Non-dispensing",9.594986795,185.99
"Non-dispensing",14.08239486,161.59
"Dispensing",8.172550909,278.54
"Dispensing",12.21469198,206.58
"Non-dispensing",16.62771733,150.19
"Non-dispensing",28.11489225,137.48
"Non-dispensing",18.39850397,152.08
"Non-dispensing",24.68091795,147.93
"Non-dispensing",15.29245405,169.17
"Non-dispensing",17.10630987,175.44
"Non-dispensing",9.597857474,153.3
"Non-dispensing",7.454451761,146.43
"Non-dispensing",8.829689487,136.19
"Non-dispensing",16.60494376,148.5
"Non-dispensing",25.48573507,159.53
"Non-dispensing",36.00182535,140.13
"Non-dispensing",22.90799427,183.16
"Dispensing",13.11576146,289
"Non-dispensing",36.15004975,268.95
"Non-dispensing",39.69534575,144.1
"Non-dispensing",14.19122303,167.7
"Non-dispensing",29.98990941,134.79
"Non-dispensing",11.10988331,194.59
"Non-dispensing",12.77473494,188.75
"Non-dispensing",25.33581435,132.94
"Dispensing",23.08853378,176.66
"Non-dispensing",25.8205531,128.94
"Non-dispensing",17.98812547,133.03
"Non-dispensing",28.30324957,145.39
"Non-dispensing",12.09220247,185.59
"Non-dispensing",21.30984447,142.72
"Dispensing",18.23147224,162.42
"Dispensing",6.698853439,181.28
"Dispensing",8.196270308,171.39
"Non-dispensing",9.508951056,150.27
"Non-dispensing",30.54897598,144.88
"Non-dispensing",12.53522358,145.15
"Non-dispensing",38.97328055,158.54
"Dispensing",9.487356734,179.98
"Non-dispensing",8.618890828,161.95
"Non-dispensing",21.24706118,147.67
"Dispensing",14.03485076,184.47
"Non-dispensing",15.56816381,202.19
"Non-dispensing",11.58744058,160.77
"Dispensing",10.78870408,259.14
"Dispensing",13.39754413,212.03
"Non-dispensing",29.15667092,178.14
"Non-dispensing",37.76900431,174.52
"Non-dispensing",24.79824814,199.99
"Non-dispensing",10.2489601,144.36
"Dispensing",8.945177118,207.18
"Non-dispensing",27.73170003,152.19
"Non-dispensing",9.108680482,183.09
"Non-dispensing",17.60517261,153.27
"Dispensing",9.387823861,174.1
"Non-dispensing",9.921997322,149.14
"Non-dispensing",23.03065532,152.56
"Non-dispensing",13.78807862,162.44
"Non-dispensing",23.37128464,155.85
"Non-dispensing",10.61532059,145.92
"Non-dispensing",29.03647797,184.06
"Non-dispensing",8.061771272,138.76
"Non-dispensing",19.65932834,154.59
"Non-dispensing",25.56379553,145.36
"Non-dispensing",13.41971141,177.88
"Non-dispensing",14.11046594,152.87
"Dispensing",8.566154672,196.67
"Non-dispensing",15.53519043,168.41
"Non-dispensing",12.7570674,164.49
"Non-dispensing",14.91669214,165.32
"Dispensing",8.422575855,254
"Non-dispensing",16.82752719,136.52
"Non-dispensing",42.68250257,166.88
"Non-dispensing",14.9775809,161.37
"Non-dispensing",10.23221599,167.08
"Non-dispensing",17.48137932,147.91
"Dispensing",10.44634385,209.29
"Non-dispensing",14.94776078,147.46
"Non-dispensing",48.80090151,178.72
"Dispensing",11.0715905,179.06
"Non-dispensing",8.656276347,175.61
"Non-dispensing",9.758203304,157.84
"Non-dispensing",29.57827103,121.45
"Non-dispensing",27.2279682,152.15
"Non-dispensing",16.62741536,158.72
"Non-dispensing",7.973874225,149.43
"Non-dispensing",29.78924126,147.3
"Non-dispensing",13.73720998,169.19
"Non-dispensing",9.878449243,156.05
"Non-dispensing",8.079199827,195.89
"Non-dispensing",11.3243633,171.32
"Non-dispensing",18.37143562,145.89
"Non-dispensing",15.53782284,142.1
"Non-dispensing",20.76253905,155.49
"Non-dispensing",33.15154773,166.25
"Dispensing",13.82280205,181.9
"Dispensing",9.329430676,216.37
"Dispensing",9.208407634,231.55
"Non-dispensing",12.94854503,180.56
"Non-dispensing",20.6645116,155.47
"Non-dispensing",31.284177,173.71
"Non-dispensing",16.43875578,283.62
"Non-dispensing",26.73179584,145
"Non-dispensing",35.95267725,163.02
"Non-dispensing",25.18977378,155.1
"Non-dispensing",29.46815871,150.6
"Non-dispensing",28.05076711,180.91
"Dispensing",5.947198813,197.41
"Non-dispensing",36.37359127,156.87
"Non-dispensing",10.60911823,164.03
"Non-dispensing",15.09548993,163.12
"Non-dispensing",11.84074614,143.98
"Non-dispensing",11.5071145,161.05
"Non-dispensing",26.57484416,149.98
"Non-dispensing",43.38647615,183.21
"Dispensing",12.76525633,340.78
"Dispensing",12.74358609,186.96
"Non-dispensing",21.67656868,139.69
"Non-dispensing",30.73970726,162.18
"Dispensing",10.90076295,289.68
"Non-dispensing",12.75377972,128.45
"Non-dispensing",7.319511678,112.22
"Non-dispensing",30.54275685,143.13
"Non-dispensing",31.55084766,160.83
"Non-dispensing",24.06350799,147.53
"Non-dispensing",15.41009736,145.66
"Non-dispensing",17.89264813,159.16
"Non-dispensing",16.02486049,145.97
"Non-dispensing",20.71922324,148.36
"Non-dispensing",13.04731978,142.06
"Non-dispensing",47.37859408,132.42
"Non-dispensing",9.062526668,165.11
"Non-dispensing",14.46284298,134.38
"Non-dispensing",26.65010786,138.46
"Non-dispensing",21.75599541,140.36
"Non-dispensing",48.27606322,143.66
"Non-dispensing",39.15457174,164.36
"Non-dispensing",17.47411477,152.12
"Non-dispensing",6.876822599,129.59
"Non-dispensing",11.20541386,171.9
"Non-dispensing",11.85240588,145.16
"Non-dispensing",25.44127557,144.08
"Non-dispensing",29.3465856,161.4
"Non-dispensing",31.50883092,141.57
"Non-dispensing",12.94401839,151.42
"Dispensing",11.46859852,244.02
"Non-dispensing",10.89179969,136.73
"Non-dispensing",26.22140104,156.05
"Non-dispensing",34.7941471,124.7
"Non-dispensing",14.52176447,153.78
"Non-dispensing",30.67436401,183.89
"Non-dispensing",24.89703735,160.84
"Non-dispensing",25.03779543,129.17
"Non-dispensing",30.85684855,183.15
"Non-dispensing",28.2679393,169.54
"Non-dispensing",29.16026862,151.84
"Non-dispensing",26.40672845,142.83
"Non-dispensing",19.46574469,325.1
"Non-dispensing",25.66388495,162.43
"Non-dispensing",29.45093969,116.57
"Dispensing",7.78812107,175.88
"Dispensing",14.89198656,175.18
"Non-dispensing",22.3062224,139.79
"Dispensing",26.88080512,261.7
"Dispensing",10.56035899,199.58
"Non-dispensing",21.75747709,166.49
"Non-dispensing",33.02050943,141.72
"Non-dispensing",22.72696923,179.67
"Dispensing",13.17051542,165.19
"Dispensing",13.71388741,190.46
"Non-dispensing",29.88316635,145.04
"Dispensing",21.32129322,215.77
"Non-dispensing",37.56797914,148.72
"Dispensing",45.5456367,159.29
"Dispensing",11.60295478,366.85
"Dispensing",14.6750903,182.07
"Dispensing",13.7814782,203.6
"Dispensing",14.2479352,296.57
"Non-dispensing",10.42145665,150.03
"Dispensing",9.278573605,236.53
"Dispensing",20.36246857,196.31
"Dispensing",20.91213914,194.35
"Dispensing",11.45015789,137.77
"Dispensing",25.41742035,370.67
"Dispensing",9.833666015,210.82
"Dispensing",29.78016125,213.27
"Dispensing",17.8397971,345.78
"Dispensing",9.514102311,209.17
"Dispensing",17.39703074,296.54
"Dispensing",10.64951692,191.03
"Dispensing",11.9865221,222.7
"Dispensing",17.77440562,331.87
"Non-dispensing",18.65467604,146.71
"Non-dispensing",22.86545199,148.88
"Dispensing",25.03655057,391.83
"Dispensing",18.22759154,273.07
"Non-dispensing",41.03635833,129.73
"Dispensing",42.18734641,135.74
"Non-dispensing",11.46196365,164.81
"Non-dispensing",18.65640424,151.16
"Dispensing",27.7681453,313.58
"Non-dispensing",34.87399133,125.08
"Dispensing",18.08428916,360.21
"Dispensing",16.06759558,294.26
"Dispensing",9.818339,231.56
"Dispensing",25.74501372,356.38
"Dispensing",23.41451825,203.9
"Dispensing",20.10288437,217.8
"Non-dispensing",7.617507209,147.3
"Non-dispensing",23.3342331,145.51
"Non-dispensing",23.69173036,177.09
"Dispensing",13.14289772,259.39
"Dispensing",13.21249884,175.06
"Dispensing",24.50930207,217.84
"Non-dispensing",46.55686029,151.6
"Dispensing",20.99800926,213.24
"Dispensing",9.414592922,282.66
"Non-dispensing",28.14254048,132.84
"Non-dispensing",22.16473494,137.73
"Dispensing",17.11731271,297.03
"Non-dispensing",15.88935051,153.17
"Non-dispensing",19.37305698,166.41
"Non-dispensing",22.64030323,135.67
"Non-dispensing",17.69294631,155.49
"Non-dispensing",25.21765372,152.83
"Dispensing",18.22264019,231.7
"Dispensing",24.72507363,258.82
"Dispensing",9.866766141,279.63
"Dispensing",17.86399923,223
"Dispensing",25.70281068,331.39
"Dispensing",16.80570092,168.03
"Non-dispensing",23.60950479,132.85
"Non-dispensing",13.50875128,135.77
"Dispensing",14.0807159,198.33
"Dispensing",18.57548187,254.28
"Dispensing",14.86781125,261.39
"Dispensing",25.41586243,355.07
"Dispensing",15.25164451,319.74
"Dispensing",24.09332477,366.05
"Dispensing",15.8480751,260.42
"Non-dispensing",23.31839875,161.7
"Non-dispensing",44.51799314,137.98
"Dispensing",6.315713629,178.8
"Dispensing",18.28266282,274.39
"Non-dispensing",20.96039565,136.49
"Non-dispensing",21.79877099,166.03
"Non-dispensing",23.45221831,136.43
"Non-dispensing",32.76896279,142.1
"Non-dispensing",20.73558008,179.39
"Non-dispensing",24.67783758,158.8
"Non-dispensing",25.19815501,140.95
"Dispensing",9.182950475,190.73
"Non-dispensing",37.11539503,138.34
"Non-dispensing",20.69068847,135.76
"Non-dispensing",29.65118954,144.58
"Non-dispensing",27.7655933,132.63
"Non-dispensing",18.5901336,119.45
"Non-dispensing",26.04201156,146.4
"Dispensing",7.665032827,340.52
"Non-dispensing",16.18694155,154.87
"Non-dispensing",8.213309131,153.8
"Non-dispensing",24.03584148,156.99
"Non-dispensing",14.49089704,142.41
"Non-dispensing",31.46356895,142.11
"Non-dispensing",20.30552453,150.08
"Non-dispensing",16.29657318,145.76
"Non-dispensing",35.70751553,135.57
"Non-dispensing",20.40235036,191.2
"Non-dispensing",31.63068595,179.22
"Non-dispensing",15.65132916,173.86
"Non-dispensing",22.60904064,154.8
"Non-dispensing",17.17343166,178.79
"Non-dispensing",44.69014087,140.41
"Non-dispensing",13.48512499,134.44
"Dispensing",13.56240897,232.4
"Non-dispensing",36.13094111,164.37
"Dispensing",13.43746215,198.7
"Dispensing",7.420132031,215.4
"Non-dispensing",26.24144398,138.12
"Non-dispensing",23.54021782,142.31
"Non-dispensing",17.33708081,163.38
"Non-dispensing",29.3454635,133.39
"Non-dispensing",20.01680766,149.66
"Non-dispensing",34.31978336,140.81
"Non-dispensing",33.47197113,152.73
"Non-dispensing",37.91617316,146.1
"Non-dispensing",43.77090571,151
"Non-dispensing",17.72869032,153.33
"Non-dispensing",23.18768629,151.8
"Non-dispensing",20.85659808,138.25
"Non-dispensing",27.0324906,142.32
"Non-dispensing",48.13160731,134.06
"Non-dispensing",28.99161592,140.28
"Non-dispensing",28.31970923,142.88
"Non-dispensing",26.87299138,164.37
"Non-dispensing",32.50810417,142.33
"Non-dispensing",13.68234891,152.59
"Non-dispensing",35.78142073,160.27
"Non-dispensing",6.943794341,158.41
"Non-dispensing",25.02950105,133.2
"Non-dispensing",6.775193747,148.55
"Non-dispensing",24.38080276,172.3
"Non-dispensing",7.123560575,170.49
"Non-dispensing",45.4988913,147.5
"Non-dispensing",35.34050113,137.31
"Non-dispensing",20.14024306,181.99
"Non-dispensing",23.4972923,134.64
"Dispensing",14.79378727,190.22
"Non-dispensing",43.34557334,229.15
"Non-dispensing",41.63921011,191.64
"Non-dispensing",28.96037608,142.61
"Non-dispensing",16.23567126,174.58
"Non-dispensing",9.914932684,147.59
"Non-dispensing",18.24319127,149.13
"Non-dispensing",30.16394838,139
"Non-dispensing",9.738687635,147.48
"Non-dispensing",40.92059932,161.35
"Non-dispensing",31.64035941,120.17
"Non-dispensing",9.952313753,150.14
"Non-dispensing",18.58359345,171.17
"Non-dispensing",23.54592222,209.01
"Non-dispensing",31.04836948,155.61
"Non-dispensing",25.01208893,143.34
"Non-dispensing",17.86886209,156.38
"Non-dispensing",37.20909123,42.38
"Non-dispensing",38.57250401,125.13
"Non-dispensing",28.97116359,138.52
"Non-dispensing",18.98157618,135.98
"Non-dispensing",36.85244436,120.13
"Non-dispensing",14.34670953,141.52
"Non-dispensing",39.43385006,145.65
"Non-dispensing",8.105328153,180.84
"Dispensing",9.608644788,154.74
"Non-dispensing",30.72388499,143.08
"Non-dispensing",7.763300499,137.51
"Non-dispensing",15.09949431,148.35
"Non-dispensing",35.74761977,133.42
"Non-dispensing",31.72269389,143.9
"Non-dispensing",34.8058828,136.28
"Dispensing",7.265185984,172.98
"Non-dispensing",19.66186336,139.02
"Non-dispensing",24.05385447,144.18
"Non-dispensing",32.19705938,143.91
"Dispensing",14.0213037,266.71
"Non-dispensing",23.24565026,135.22
"Non-dispensing",14.78691198,145.69
"Non-dispensing",41.64386529,135.79
"Non-dispensing",34.2128113,149.55
"Non-dispensing",25.90858972,139.98
"Non-dispensing",39.35157124,136.99
"Non-dispensing",42.01123266,163.42
"Dispensing",17.84132857,352.5
"Non-dispensing",22.07665072,159.14
"Non-dispensing",42.40402656,141.37
"Non-dispensing",37.82937941,138.14
"Non-dispensing",13.01426462,145.6
"Non-dispensing",6.358554016,148.28
"Non-dispensing",39.55891362,133.13
"Non-dispensing",19.20621438,142.85
"Non-dispensing",25.10395386,123.32
"Non-dispensing",44.42560527,198.16
"Non-dispensing",40.31228188,162.36
"Non-dispensing",39.16270554,155.96
"Dispensing",10.86662037,230.25
"Non-dispensing",29.6919628,151.16
"Non-dispensing",26.65361055,157.49
"Non-dispensing",38.29250604,167.04
"Non-dispensing",26.20395428,163.57
"Non-dispensing",40.62123188,153.62
"Non-dispensing",23.9230612,147.68
"Non-dispensing",30.89968945,148.82
"Non-dispensing",32.50676992,164.43
"Non-dispensing",30.73211325,153.54
"Non-dispensing",37.30873896,145.64
"Non-dispensing",37.04913051,172.11
"Non-dispensing",30.42940387,131.33
"Dispensing",22.9059764,150.46
"Non-dispensing",26.79085245,163.82
"Non-dispensing",40.59859591,167.96
"Non-dispensing",28.83598343,142.06
"Non-dispensing",36.27045705,206.69
"Non-dispensing",30.75649773,139.54
"Non-dispensing",24.31877108,138.67
"Non-dispensing",17.73395517,135.45
"Non-dispensing",34.41402435,175.29
"Non-dispensing",29.50621495,135.45
"Dispensing",11.14504448,207.63
"Non-dispensing",36.9074209,139.28
"Non-dispensing",37.35146892,137.78
