"Dispensing.Practice","IMD","Average.payments.per.registered.patient"
"Non-dispensing",29.0996056,132.63
"Non-dispensing",10.63627742,152.05
"Non-dispensing",29.39670907,101.85
"Non-dispensing",19.56982591,121.14
"Non-dispensing",31.39783681,168.19
"Non-dispensing",32.00762549,141.77
"Non-dispensing",29.84584646,143.44
"Non-dispensing",23.87840875,151.24
"Non-dispensing",14.48957617,165.07
"Non-dispensing",27.75838589,161.94
"Non-dispensing",29.89203949,148.74
"Non-dispensing",16.11674618,159.41
"Non-dispensing",28.13328739,178.53
"Non-dispensing",22.56017037,162.26
"Non-dispensing",15.87800962,146.06
"Non-dispensing",25.19913224,126.39
"Non-dispensing",22.94418927,162.89
"Non-dispensing",25.35713701,191.13
"Non-dispensing",27.58854513,160.33
"Non-dispensing",25.22605733,132.21
"Non-dispensing",32.39449452,209.27
"Non-dispensing",26.79984094,177.06
"Non-dispensing",31.96811862,155.15
"Non-dispensing",23.69761192,133.27
"Non-dispensing",23.84148718,130.96
"Non-dispensing",25.71192619,167.19
"Non-dispensing",22.07939794,145.18
"Non-dispensing",23.4061516,176.64
"Non-dispensing",15.29842499,142.81
"Non-dispensing",23.45713046,159.62
"Non-dispensing",29.47538903,155.83
"Non-dispensing",15.65500074,123.22
"Non-dispensing",30.67584401,137.69
"Non-dispensing",18.64971886,158.26
"Non-dispensing",22.753714,145.82
"Non-dispensing",26.03739065,133.26
"Non-dispensing",27.83839335,136.01
"Non-dispensing",21.20944037,160.91
"Non-dispensing",28.71242522,155.92
"Non-dispensing",25.88859492,152.99
"Non-dispensing",12.28731895,134.62
"Non-dispensing",7.779796225,136.62
"Non-dispensing",22.59806453,113.83
"Non-dispensing",30.13516393,133.32
"Non-dispensing",9.967134693,114.28
"Non-dispensing",29.7073692,136.58
"Non-dispensing",26.29171156,173.93
"Non-dispensing",24.50815231,153.45
"Non-dispensing",21.54902595,127.41
"Non-dispensing",34.10400213,132.14
"Non-dispensing",14.36611495,137.18
"Non-dispensing",32.86675154,147.35
"Non-dispensing",31.8843081,131.81
"Non-dispensing",21.90966842,116.73
"Non-dispensing",28.92203657,134.89
"Non-dispensing",24.65685355,166.72
"Non-dispensing",25.71545869,153.67
"Non-dispensing",30.43796205,131.76
"Non-dispensing",31.53210454,142.06
"Non-dispensing",32.3712031,163.02
"Non-dispensing",27.31845425,119.01
"Non-dispensing",34.03515015,147.45
"Non-dispensing",30.45572033,152.48
"Non-dispensing",27.28402723,136.05
"Non-dispensing",26.42610855,156.39
"Non-dispensing",28.83988733,136.64
"Non-dispensing",28.99192508,135.23
"Non-dispensing",33.60229116,177.85
"Non-dispensing",29.82655815,116.51
"Non-dispensing",29.04718657,137.14
"Non-dispensing",40.38580774,143.47
"Non-dispensing",30.79535627,135.24
"Non-dispensing",35.09767964,158.73
"Non-dispensing",33.52521255,164.95
"Non-dispensing",32.65687397,139.36
"Non-dispensing",27.34309635,135.95
"Non-dispensing",31.95336736,214.03
"Non-dispensing",30.14300942,134.81
"Non-dispensing",31.51288795,150.78
"Non-dispensing",31.88955978,128.14
"Non-dispensing",29.13190684,155.22
"Non-dispensing",31.16066497,120.15
"Non-dispensing",35.02960218,129.17
"Non-dispensing",32.88599554,131.52
"Non-dispensing",29.46169184,124.32
"Non-dispensing",31.05415187,253.71
"Non-dispensing",28.48963616,134.22
"Non-dispensing",37.85288119,134.13
"Non-dispensing",28.45536553,116.4
"Non-dispensing",33.56594298,122.6
"Non-dispensing",30.77106442,145.42
"Non-dispensing",30.62224233,129.55
"Non-dispensing",28.34961969,119.47
"Non-dispensing",26.63251449,123.65
"Non-dispensing",32.29892496,139.65
"Non-dispensing",36.96414568,131.48
"Non-dispensing",34.9958734,120.26
"Non-dispensing",35.07677985,180.19
"Non-dispensing",27.58862432,133.28
"Non-dispensing",31.73442173,136.78
"Non-dispensing",27.30837769,148.05
"Non-dispensing",28.3207893,151.21
"Non-dispensing",15.70284767,128.47
"Non-dispensing",30.88227361,128.41
"Non-dispensing",29.25184564,139.01
"Non-dispensing",31.7815647,121.57
"Non-dispensing",27.60124982,145.02
"Non-dispensing",33.31012459,128.81
"Non-dispensing",28.47298004,135.4
"Non-dispensing",31.50351364,137.51
"Non-dispensing",29.73432049,140.28
"Non-dispensing",34.46281053,166.77
"Non-dispensing",28.72819429,155.73
"Non-dispensing",37.1990865,133.93
"Non-dispensing",30.13015277,140.69
"Non-dispensing",28.47966682,204.24
"Non-dispensing",25.56141603,130.19
"Non-dispensing",33.14704243,147.1
"Non-dispensing",30.2007466,107.63
"Non-dispensing",35.03143235,131.59
"Non-dispensing",29.73013048,157.99
"Non-dispensing",31.92278903,140.57
"Non-dispensing",28.37000232,111.92
"Non-dispensing",30.30496467,128.95
"Non-dispensing",36.34277404,149.29
"Non-dispensing",34.14792103,165.07
"Non-dispensing",40.38823419,162.87
"Non-dispensing",35.47591825,171.52
"Non-dispensing",35.97813796,417.79
"Non-dispensing",31.92701513,157.14
"Non-dispensing",31.45388035,119.95
"Non-dispensing",15.76660815,161.46
"Non-dispensing",28.66962644,148.74
"Non-dispensing",27.93856602,117.69
"Non-dispensing",19.45966639,124.99
"Non-dispensing",16.07278582,155.81
"Non-dispensing",35.23996769,156.38
"Non-dispensing",28.14366271,176.34
"Non-dispensing",27.35234071,113.97
"Non-dispensing",33.15813645,123.21
"Non-dispensing",32.704049,102.14
"Non-dispensing",28.71188798,135.13
"Non-dispensing",29.96562998,151.71
"Non-dispensing",27.19155425,128.31
"Non-dispensing",28.08005415,147.4
"Non-dispensing",32.96025004,150.53
"Non-dispensing",29.31061753,132.63
"Non-dispensing",29.3017103,110.98
"Non-dispensing",30.8872464,142.24
"Non-dispensing",29.41721347,120.54
"Non-dispensing",27.79373567,118.12
"Non-dispensing",32.76749848,117.42
"Non-dispensing",17.92926404,120.72
"Non-dispensing",31.93028458,151.32
"Non-dispensing",31.85366183,131.44
"Non-dispensing",28.63978544,119.99
"Non-dispensing",28.50206247,134.35
"Non-dispensing",30.80753018,137.21
"Non-dispensing",36.26633655,186.6
"Non-dispensing",34.63704853,144.99
"Non-dispensing",30.47965254,140.06
"Non-dispensing",30.63874337,134.73
"Non-dispensing",28.6573059,139.51
"Non-dispensing",11.2971406,131.53
"Non-dispensing",28.50214349,165
"Non-dispensing",25.50466313,145.46
"Non-dispensing",29.70735403,72.66
"Non-dispensing",28.11633919,142.22
"Non-dispensing",28.36934533,76.98
"Non-dispensing",17.56104256,182.75
"Non-dispensing",30.14852096,145.87
"Non-dispensing",34.42875816,132.82
"Non-dispensing",33.26813739,143.26
"Non-dispensing",35.69703782,124.8
"Non-dispensing",30.4933372,162.06
"Non-dispensing",30.25287659,136.26
"Non-dispensing",38.45923485,135.25
"Non-dispensing",14.15166785,119.75
"Non-dispensing",12.59618141,122.53
"Non-dispensing",38.8623864,0.01
"Non-dispensing",40.73923137,142.06
"Non-dispensing",14.81047297,109.1
"Non-dispensing",33.65411397,136.61
"Non-dispensing",18.21297867,123.86
"Non-dispensing",39.20556395,154.8
"Non-dispensing",17.4304916,131.41
"Non-dispensing",40.85766913,134.59
"Non-dispensing",32.82696992,134.03
"Non-dispensing",14.60424136,109.67
"Non-dispensing",12.0305377,129.07
"Non-dispensing",25.6618251,123.07
"Non-dispensing",12.04280509,121.34
"Non-dispensing",36.37470152,113.77
"Non-dispensing",38.62486694,138.08
"Non-dispensing",34.57374886,122.77
"Non-dispensing",28.88646546,100.77
"Non-dispensing",32.60716366,132.18
"Non-dispensing",29.4696083,129.14
"Non-dispensing",21.57577416,135.8
"Non-dispensing",12.57225266,115.64
"Non-dispensing",29.55778589,118.62
"Non-dispensing",31.32124775,127.99
"Non-dispensing",18.6389414,121.64
"Non-dispensing",28.33126413,150.53
"Non-dispensing",17.57623806,125.98
"Non-dispensing",32.45926222,121.97
"Non-dispensing",20.22239405,123.51
"Non-dispensing",41.35455087,142.76
"Non-dispensing",33.8257231,127.38
"Non-dispensing",15.21983942,123.47
"Non-dispensing",35.14048289,124.67
"Non-dispensing",33.91339731,114.25
"Non-dispensing",24.81528803,127.9
"Non-dispensing",18.14458527,120.91
"Non-dispensing",28.90255837,132.47
"Non-dispensing",32.63399367,121.79
"Non-dispensing",38.11958921,144.22
"Non-dispensing",30.31241252,106.35
"Non-dispensing",18.84182607,125.62
"Non-dispensing",33.43233367,143.9
"Non-dispensing",21.44647436,107.14
"Non-dispensing",36.36430478,137.5
"Non-dispensing",16.35902883,118.16
"Non-dispensing",16.1671825,119.92
"Non-dispensing",26.71597314,127.69
"Non-dispensing",21.56833554,97.82
"Non-dispensing",19.44559673,110.1
"Non-dispensing",35.64723747,136.73
"Non-dispensing",26.43720964,75.09
"Non-dispensing",19.32119376,126.94
"Non-dispensing",24.35781359,115.11
"Non-dispensing",27.22013967,119.58
"Non-dispensing",22.91335914,125.8
"Non-dispensing",13.56056244,112.21
"Non-dispensing",15.88702358,147.65
"Non-dispensing",16.9981014,124.57
"Non-dispensing",30.27433663,138
"Non-dispensing",13.08383116,134.06
"Non-dispensing",10.59183297,105.79
"Non-dispensing",22.41196111,125.34
"Non-dispensing",10.25271414,142.9
"Non-dispensing",24.18554062,120.27
"Non-dispensing",11.33302862,129.54
"Non-dispensing",20.07039826,119.72
"Non-dispensing",22.42006673,120.16
"Non-dispensing",17.59630017,112.47
"Non-dispensing",27.22611152,145.57
"Non-dispensing",11.74721022,127.97
"Non-dispensing",23.62618167,110.31
"Non-dispensing",22.53471989,153.46
"Non-dispensing",28.98334978,124.96
"Non-dispensing",32.96449318,105.83
"Non-dispensing",20.60821931,116.77
"Non-dispensing",25.40438552,122.35
"Non-dispensing",27.30232194,122.46
"Non-dispensing",21.74032236,209.15
"Non-dispensing",26.91868728,114.17
"Non-dispensing",15.73346964,111.62
"Non-dispensing",26.32995647,121.66
"Non-dispensing",11.33002784,123.16
"Non-dispensing",11.48239321,122.87
"Non-dispensing",26.01373002,135.97
"Non-dispensing",20.35462149,135.85
"Non-dispensing",14.29127003,114.2
"Non-dispensing",24.517346,132.33
"Non-dispensing",13.37745618,117.74
"Non-dispensing",18.98714964,118.33
"Non-dispensing",28.35436272,167.53
"Non-dispensing",19.41685554,110.82
"Non-dispensing",27.74640747,136.32
"Non-dispensing",26.08509386,193.04
"Non-dispensing",17.9520639,117.06
"Non-dispensing",21.88618967,133.41
"Non-dispensing",22.32104399,140.28
"Non-dispensing",13.26738459,117.67
"Non-dispensing",27.96080573,128.86
"Non-dispensing",25.24201548,124.53
"Non-dispensing",24.56121402,155.46
"Non-dispensing",19.88175314,113.58
"Non-dispensing",23.96292982,132.95
"Non-dispensing",12.17635787,115.69
"Non-dispensing",21.46890103,109.19
"Non-dispensing",26.88962485,150.71
"Non-dispensing",26.03858931,127.83
"Non-dispensing",17.86543614,121.48
"Non-dispensing",23.04419196,107.37
"Non-dispensing",12.27951912,104.9
"Non-dispensing",22.10778104,125.06
"Non-dispensing",27.62390719,155.4
"Non-dispensing",28.72587362,136.93
"Non-dispensing",25.3700291,124.07
"Non-dispensing",15.35891244,117.03
"Non-dispensing",24.92272213,108.87
"Non-dispensing",22.18897949,118.33
"Non-dispensing",15.53231195,114.45
"Non-dispensing",22.63042329,221.05
"Non-dispensing",27.98967675,134.89
"Non-dispensing",18.66882299,132.29
"Non-dispensing",11.91286381,102.74
"Non-dispensing",27.49164972,124.12
"Non-dispensing",17.31356158,110.98
"Non-dispensing",27.62372202,138.47
"Non-dispensing",20.49856691,123.87
"Non-dispensing",17.23196778,141.98
"Non-dispensing",20.35299604,134.73
"Non-dispensing",21.62805793,175.76
"Non-dispensing",24.28125261,178.28
"Non-dispensing",13.20114574,186.07
"Non-dispensing",33.76829137,171.12
"Non-dispensing",11.81988908,163.69
"Non-dispensing",15.43268612,176.77
"Non-dispensing",27.81661526,159.56
"Non-dispensing",20.21026325,181.63
"Non-dispensing",16.2322447,145.82
"Non-dispensing",26.45381036,160.81
"Non-dispensing",25.4619882,173.8
"Non-dispensing",14.30704284,131.06
"Non-dispensing",8.168020632,183.09
"Non-dispensing",13.96677379,156.27
"Non-dispensing",21.64133437,180.53
"Non-dispensing",16.12214361,167.33
"Dispensing",10.43884622,211.05
"Non-dispensing",25.15591512,146.05
"Non-dispensing",13.81375003,184.27
"Dispensing",10.91701394,151.95
"Dispensing",28.15027258,202.87
"Non-dispensing",14.08837181,176.17
"Non-dispensing",15.35059359,129.06
"Non-dispensing",11.25996225,161.91
"Non-dispensing",10.96548831,184.93
"Non-dispensing",19.60641011,165.09
"Non-dispensing",18.00692238,240.46
"Non-dispensing",8.141112127,137.18
"Non-dispensing",25.9172308,200.98
"Non-dispensing",11.40855407,139.51
"Non-dispensing",8.872816935,141.27
"Non-dispensing",18.60392598,188.03
"Non-dispensing",23.07213838,165.66
"Non-dispensing",16.39067215,123.92
"Non-dispensing",37.17695197,216.77
"Non-dispensing",20.09427164,152.47
"Non-dispensing",18.59128442,201.16
"Dispensing",26.33140681,372.46
"Dispensing",13.26722089,347.74
"Non-dispensing",30.98341099,170.98
"Non-dispensing",8.286628774,181.81
"Dispensing",17.54033806,373.54
"Non-dispensing",20.82501927,193.6
"Non-dispensing",25.61531611,155.33
"Non-dispensing",17.23800872,163.88
"Non-dispensing",16.54617106,138.06
"Non-dispensing",19.58213498,78.69
"Non-dispensing",21.46434218,180.16
"Non-dispensing",31.36510142,162.01
"Non-dispensing",37.42277548,131.61
"Non-dispensing",10.54215671,166.37
"Dispensing",19.83758904,211.31
"Dispensing",14.77980678,225.19
"Non-dispensing",16.30908532,137.03
"Non-dispensing",27.9659206,141.08
"Dispensing",27.486923,242.6
"Non-dispensing",10.58615232,127.4
"Dispensing",15.74554198,384.12
"Dispensing",10.71858263,219.02
"Non-dispensing",29.77755334,155.74
"Dispensing",29.83372195,160.56
"Non-dispensing",29.30523856,163.45
"Non-dispensing",15.72793348,205.64
"Dispensing",13.7177851,215.04
"Non-dispensing",19.31331631,188.84
"Dispensing",12.56341526,267.34
"Non-dispensing",24.57348906,196.88
"Non-dispensing",29.57750925,141.93
"Dispensing",11.77682872,338.26
"Non-dispensing",15.96741124,178.84
"Non-dispensing",19.81464396,138.51
"Non-dispensing",38.50559964,143.27
"Non-dispensing",12.46836924,117.21
"Non-dispensing",32.71993041,133.78
"Non-dispensing",40.49298377,143.78
"Non-dispensing",22.29690744,140.26
"Non-dispensing",46.01855287,204.37
"Non-dispensing",26.36642945,155.53
"Non-dispensing",26.89784594,137.55
"Non-dispensing",21.57680909,120.41
"Non-dispensing",24.54925148,183.86
"Dispensing",7.458136918,161.12
"Non-dispensing",23.97149258,142.46
"Non-dispensing",30.39949039,142.23
"Non-dispensing",8.753484703,137.98
"Non-dispensing",18.76531973,121.08
"Non-dispensing",18.70831183,159.29
"Dispensing",16.10070626,183.95
"Non-dispensing",31.38881108,187.46
"Non-dispensing",20.15081126,132.84
"Dispensing",14.01145143,170.39
"Non-dispensing",42.54419792,195.38
"Non-dispensing",12.21250057,147.27
"Non-dispensing",10.81869991,135.19
"Non-dispensing",19.6643284,142.52
"Non-dispensing",22.66884003,329.4
"Non-dispensing",21.30335665,147.21
"Non-dispensing",14.71997948,144.81
"Non-dispensing",25.21255142,131.76
"Non-dispensing",24.54575227,129.39
"Non-dispensing",18.10475096,162.56
"Dispensing",12.10234715,170.26
"Non-dispensing",18.43751328,199.59
"Non-dispensing",21.49752761,153.4
"Non-dispensing",10.3375442,126.63
"Non-dispensing",13.29680484,149.98
"Non-dispensing",24.84360288,118.87
"Non-dispensing",37.07743042,173.7
"Non-dispensing",22.35721266,140.5
"Non-dispensing",20.89155038,149.13
"Non-dispensing",23.39344538,140.67
"Non-dispensing",22.75555147,126.56
"Non-dispensing",44.52913403,145.72
"Dispensing",19.68170633,388
"Dispensing",12.61045773,232.19
"Non-dispensing",15.40543933,136.76
"Dispensing",46.67402809,203.22
"Non-dispensing",17.7201765,157.44
"Dispensing",12.73702506,148.57
"Dispensing",19.56599263,191.75
"Non-dispensing",26.61261371,141.5
"Non-dispensing",17.08210115,192.34
"Non-dispensing",33.40434149,152.23
"Non-dispensing",40.43799523,159.54
"Non-dispensing",19.9910158,138.43
"Non-dispensing",20.03196371,152.53
"Non-dispensing",14.49846759,388.38
"Dispensing",9.39197891,186.56
"Dispensing",8.356083657,182.11
"Non-dispensing",22.67828913,133.7
"Dispensing",22.14092882,208.49
"Non-dispensing",22.93684263,202.73
"Non-dispensing",21.99606115,133.12
"Dispensing",18.82040269,130.78
"Non-dispensing",16.3199924,157.25
"Non-dispensing",20.1577126,167.58
"Non-dispensing",31.19569796,130.6
"Non-dispensing",17.17132635,360.88
"Dispensing",14.23365017,186
"Non-dispensing",19.68231161,134.93
"Dispensing",20.27672046,335.63
"Non-dispensing",36.64805431,143.87
"Dispensing",12.35513461,163.69
"Dispensing",16.4485736,299.15
"Dispensing",20.14236329,293.53
"Non-dispensing",23.38137647,154.09
"Non-dispensing",11.20220211,133.94
"Non-dispensing",14.18428516,150.14
"Non-dispensing",18.77539139,127.47
"Dispensing",15.2112852,158.72
"Non-dispensing",42.54260101,216.6
"Dispensing",13.70726325,235.31
"Dispensing",19.59999728,229.95
"Non-dispensing",23.12595173,126.46
"Non-dispensing",6.970444461,120.43
"Non-dispensing",17.51192869,177.33
"Dispensing",15.83510643,155
"Non-dispensing",28.09303454,122.93
"Dispensing",15.90570514,270.32
"Non-dispensing",17.72470746,148.05
"Dispensing",26.21654321,162.98
"Non-dispensing",12.34273837,139.58
"Non-dispensing",19.78084968,173.56
"Dispensing",10.68023986,258.23
"Non-dispensing",21.28315564,162.15
"Dispensing",22.53716497,134.44
"Non-dispensing",34.10960751,242.57
"Non-dispensing",10.33966958,157.22
"Non-dispensing",31.05235575,162.28
"Non-dispensing",27.2356168,156.66
"Non-dispensing",9.925711006,125.42
"Non-dispensing",11.13915379,144.04
"Non-dispensing",19.34827011,177.49
"Non-dispensing",23.91338967,133.65
"Non-dispensing",10.52584493,203.38
"Dispensing",16.59440037,284.32
"Dispensing",13.72663013,246
"Non-dispensing",21.92541204,135.21
"Non-dispensing",23.03897632,178.34
"Non-dispensing",39.03239118,136.41
"Non-dispensing",11.56561613,163.16
"Non-dispensing",13.06026701,136.41
"Non-dispensing",9.828898327,158.77
"Dispensing",12.05044945,209.8
"Non-dispensing",17.04988219,186.16
"Non-dispensing",16.52081183,154.43
"Non-dispensing",15.94487689,184.08
"Non-dispensing",15.03366683,137.68
"Non-dispensing",15.09295299,148.66
"Dispensing",12.18667732,224.81
"Dispensing",13.65142365,161.15
"Non-dispensing",27.77379576,172.91
"Non-dispensing",14.76204256,122.93
"Dispensing",19.67422333,365.91
"Non-dispensing",23.26807137,165.94
"Dispensing",11.54730144,205.05
"Non-dispensing",26.73042908,120.2
"Non-dispensing",9.125680847,112.94
"Non-dispensing",24.44337851,166.47
"Non-dispensing",21.64700128,110.19
"Dispensing",17.59069808,186.59
"Non-dispensing",29.60484065,142.46
"Dispensing",12.50088826,235.19
"Non-dispensing",17.39987519,159.85
"Non-dispensing",15.91821377,148.69
"Non-dispensing",20.25040072,135.13
"Non-dispensing",10.16335131,138.41
"Dispensing",12.54815191,298.21
"Dispensing",14.88648691,182.42
"Dispensing",16.43637894,290.89
"Non-dispensing",20.73469867,128.1
"Non-dispensing",31.57272615,153.59
"Non-dispensing",25.28738459,143.16
"Dispensing",16.19684789,272.23
"Dispensing",14.18482287,181.55
"Non-dispensing",23.12968389,147.92
"Non-dispensing",19.11267387,133.17
"Non-dispensing",13.96086621,166.2
"Non-dispensing",38.30410792,117.48
"Non-dispensing",21.69520362,145.46
"Non-dispensing",15.15283237,142.91
"Non-dispensing",32.07047296,141.6
"Non-dispensing",23.76238418,126.65
"Non-dispensing",24.40934829,112.68
"Non-dispensing",18.38635277,148.5
